100000000,-87.80061
100050000,-85.83694
100100000,-83.60099
100150000,-81.69732
100200000,-80.31581
100250000,-79.44379
100300000,-78.99895
100350000,-78.87744
100400000,-78.98924
100450000,-79.29954
100500000,-79.84859
100550000,-80.72296
100600000,-81.98997
100650000,-83.60968
100700000,-85.30903
100750000,-86.47865
100800000,-86.42317
100850000,-85.04943
100900000,-83.00642
100950000,-81.02541
101000000,-79.52953
101050000,-78.69963
101100000,-78.60925
101150000,-79.29805
101200000,-80.7948
101250000,-83.09628
101300000,-86.05928
101350000,-89.10614
101400000,-90.86255
101450000,-89.97935
101500000,-87.27486
101550000,-84.44625
101600000,-82.21594
101650000,-80.70058
101700000,-79.84336
101750000,-79.54731
101800000,-79.69676
101850000,-80.14153
101900000,-80.67564
101950000,-81.07068
102000000,-81.21957
102050000,-81.25555
102100000,-81.46107
102150000,-82.113
102200000,-83.44653
102250000,-85.70326
102300000,-89.0916
102350000,-92.48318
102400000,-91.44067
102450000,-88.60508
102500000,-86.67886
102550000,-85.45177
102600000,-84.39902
102650000,-83.24439
102700000,-82.13141
102750000,-81.38081
102800000,-81.24741
102850000,-81.90795
102900000,-83.52458
102950000,-86.19493
103000000,-88.99148
103050000,-88.40056
103100000,-85.70389
103150000,-83.67508
103200000,-82.55688
103250000,-82.13506
103300000,-82.16521
103350000,-82.36147
103400000,-82.41944
103450000,-82.18318
103500000,-81.77184
103550000,-81.44863
103600000,-81.44402
103650000,-81.9234
103700000,-83.03458
103750000,-84.96518
103800000,-87.96188
103850000,-91.70871
103900000,-91.99103
103950000,-88.62434
104000000,-85.9304
104050000,-84.28463
104100000,-83.45086
104150000,-83.24073
104200000,-83.44321
104250000,-83.68328
104300000,-83.45174
104350000,-82.59608
104400000,-81.53893
104450000,-80.74687
104500000,-80.43198
104550000,-80.58823
104600000,-81.01599
104650000,-81.34036
104700000,-81.2648
104750000,-80.92751
104800000,-80.75536
104850000,-81.12611
104900000,-82.34729
104950000,-84.8576
105000000,-89.70195
105050000,-95.74795
105100000,-88.5238
105150000,-83.69443
105200000,-81.00452
105250000,-79.51836
105300000,-78.83696
105350000,-78.72095
105400000,-78.98025
105450000,-79.47178
105500000,-80.14413
105550000,-81.03489
105600000,-82.14626
105650000,-83.2225
105700000,-83.69981
105750000,-83.36592
105800000,-82.76721
105850000,-82.47044
105900000,-82.70322
105950000,-83.48328
106000000,-84.70685
106050000,-86.05495
106100000,-86.72199
106150000,-85.89473
106200000,-84.13659
106250000,-82.49414
106300000,-81.46821
106350000,-81.2508
106400000,-82.00217
106450000,-84.03571
106500000,-88.24759
106550000,-99.68792
106600000,-94.56132
106650000,-87.16758
106700000,-84.12227
106750000,-82.87014
106800000,-82.84358
106850000,-83.92685
106900000,-86.18264
106950000,-89.14194
107000000,-89.05145
107050000,-85.62241
107100000,-82.70404
107150000,-80.77753
107200000,-79.63724
107250000,-79.11864
107300000,-79.12277
107350000,-79.58965
107400000,-80.46929
107450000,-81.67599
107500000,-82.9916
107550000,-83.93561
107600000,-83.94705
107650000,-83.06174
107700000,-81.85632
107750000,-80.77902
107800000,-80.01502
107850000,-79.60677
107900000,-79.52042
107950000,-79.66445
108000000,-79.9213
108050000,-80.22969
108100000,-80.66749
108150000,-81.44307
108200000,-82.83112
108250000,-85.15105
108300000,-88.63297
108350000,-91.19477
108400000,-88.41089
108450000,-84.99878
108500000,-82.73654
108550000,-81.41071
108600000,-80.80153
108650000,-80.77022
108700000,-81.20538
108750000,-81.97213
108800000,-82.87068
108850000,-83.63435
108900000,-84.02827
108950000,-84.01897
109000000,-83.80561
109050000,-83.65543
109100000,-83.74352
109150000,-84.08511
109200000,-84.53093
109250000,-84.87312
109300000,-85.08248
109350000,-85.40706
109400000,-86.21419
109450000,-87.9086
109500000,-91.15976
109550000,-97.83413
109600000,-98.41392
109650000,-90.2952
109700000,-85.81596
109750000,-82.90748
109800000,-80.8754
109850000,-79.43615
